candidate_id,recruiter,role,seniority,department,source,stage,stage_order,date_entered,date_exited,duration_days,final_outcome
CAND-0007,Andres M,Sr Software Engineer,Senior,Engineering,client,Test Sent,3,2025-08-15,2025-08-24,9,Dropped
CAND-0008,Camila P,Sr Software Engineer,Senior,Engineering,remoti,CV Sent,1,2025-08-24,2025-08-28,4,Dropped
CAND-0008,Camila P,Sr Software Engineer,Senior,Engineering,remoti,Remoti Screening,2,2025-08-28,2025-08-31,3,Dropped
CAND-0008,Camila P,Sr Software Engineer,Senior,Engineering,remoti,Test Sent,3,2025-08-31,2025-09-03,3,Dropped
CAND-0008,Camila P,Sr Software Engineer,Senior,Engineering,remoti,Test Reviewed,4,2025-09-03,2025-09-10,7,Dropped
CAND-0009,Diego L,Product Manager,Mid,Product,remoti,CV Sent,1,2025-04-28,2025-05-03,5,Hired
CAND-0009,Diego L,Product Manager,Mid,Product,remoti,Remoti Screening,2,2025-05-03,2025-05-09,6,Hired
CAND-0009,Diego L,Product Manager,Mid,Product,remoti,Test Sent,3,2025-05-09,2025-05-11,2,Hired
CAND-0009,Diego L,Product Manager,Mid,Product,remoti,Test Reviewed,4,2025-05-11,2025-05-12,1,Hired
CAND-0009,Diego L,Product Manager,Mid,Product,remoti,Sezzle Prescreening,5,2025-05-12,2025-05-18,6,Hired
CAND-0009,Diego L,Product Manager,Mid,Product,remoti,Sezzle Interview,6,2025-05-18,2025-05-26,8,Hired
CAND-0009,Diego L,Product Manager,Mid,Product,remoti,Offer,7,2025-05-26,2025-05-31,5,Hired
CAND-0009,Diego L,Product Manager,Mid,Product,remoti,Hired,8,2025-05-31,2025-06-01,1,Hired
CAND-0010,Camila P,IT Operations,Junior,Operations,client,CV Sent,1,2025-10-06,2025-10-09,3,Dropped
CAND-0010,Camila P,IT Operations,Junior,Operations,client,Remoti Screening,2,2025-10-09,2025-10-15,6,Dropped
CAND-0010,Camila P,IT Operations,Junior,Operations,client,Test Sent,3,2025-10-15,2025-10-19,4,Dropped
CAND-0010,Camila P,IT Operations,Junior,Operations,client,Test Reviewed,4,2025-10-19,2025-10-21,2,Dropped
CAND-0010,Camila P,IT Operations,Junior,Operations,client,Sezzle Prescreening,5,2025-10-21,2025-10-29,8,Dropped
CAND-0010,Camila P,IT Operations,Junior,Operations,client,Sezzle Interview,6,2025-10-29,2025-11-01,3,Dropped
CAND-0010,Camila P,IT Operations,Junior,Operations,client,Offer,7,2025-11-01,2025-11-06,5,Dropped
CAND-0011,Camila P,Junior Software Engineer,Junior,Engineering,client,CV Sent,1,2024-04-01,2024-04-05,4,Dropped
CAND-0011,Camila P,Junior Software Engineer,Junior,Engineering,client,Remoti Screening,2,2024-04-05,2024-04-11,6,Dropped
CAND-0011,Camila P,Junior Software Engineer,Junior,Engineering,client,Test Sent,3,2024-04-11,2024-04-15,4,Dropped
CAND-0011,Camila P,Junior Software Engineer,Junior,Engineering,client,Test Reviewed,4,2024-04-15,2024-04-20,5,Dropped
CAND-0012,Camila P,Sr AI Engineer,Senior,Engineering,client,CV Sent,1,2025-12-11,2025-12-13,2,Dropped
CAND-0012,Camila P,Sr AI Engineer,Senior,Engineering,client,Remoti Screening,2,2025-12-13,2025-12-18,5,Dropped
CAND-0012,Camila P,Sr AI Engineer,Senior,Engineering,client,Test Sent,3,2025-12-18,2025-12-25,7,Dropped
CAND-0012,Camila P,Sr AI Engineer,Senior,Engineering,client,Test Reviewed,4,2025-12-25,2025-12-30,5,Dropped
CAND-0012,Camila P,Sr AI Engineer,Senior,Engineering,client,Sezzle Prescreening,5,2025-12-30,2026-01-02,3,Dropped
CAND-0012,Camila P,Sr AI Engineer,Senior,Engineering,client,Sezzle Interview,6,2026-01-02,2026-01-10,8,Dropped
CAND-0013,Juan S,Junior Software Engineer,Junior,Engineering,remoti,CV Sent,1,2024-08-26,2024-08-27,1,Dropped
CAND-0013,Juan S,Junior Software Engineer,Junior,Engineering,remoti,Remoti Screening,2,2024-08-27,2024-08-31,4,Dropped
CAND-0014,Andres M,Mid Software Engineer,Mid,Engineering,client,CV Sent,1,2025-08-11,2025-08-16,5,Dropped
CAND-0014,Andres M,Mid Software Engineer,Mid,Engineering,client,Remoti Screening,2,2025-08-16,2025-08-21,5,Dropped
CAND-0014,Andres M,Mid Software Engineer,Mid,Engineering,client,Test Sent,3,2025-08-21,2025-08-26,5,Dropped
CAND-0015,Juan S,Mobile Engineer,Mid,Engineering,remoti,CV Sent,1,2025-11-04,2025-11-05,1,Dropped
CAND-0016,Camila P,Mid Software Engineer,Mid,Engineering,remoti,CV Sent,1,2025-03-12,2025-03-14,2,Dropped
CAND-0016,Camila P,Mid Software Engineer,Mid,Engineering,remoti,Remoti Screening,2,2025-03-14,2025-03-17,3,Dropped
CAND-0016,Camila P,Mid Software Engineer,Mid,Engineering,remoti,Test Sent,3,2025-03-17,2025-03-20,3,Dropped
CAND-0016,Camila P,Mid Software Engineer,Mid,Engineering,remoti,Test Reviewed,4,2025-03-20,2025-03-27,7,Dropped
CAND-0016,Camila P,Mid Software Engineer,Mid,Engineering,remoti,Sezzle Prescreening,5,2025-03-27,2025-03-29,2,Dropped
CAND-0017,Andres M,Sr AI Engineer,Senior,Engineering,remoti,CV Sent,1,2025-05-16,2025-05-20,4,Hired
CAND-0017,Andres M,Sr AI Engineer,Senior,Engineering,remoti,Remoti Screening,2,2025-05-20,2025-05-25,5,Hired
CAND-0017,Andres M,Sr AI Engineer,Senior,Engineering,remoti,Test Sent,3,2025-05-25,2025-05-29,4,Hired
CAND-0017,Andres M,Sr AI Engineer,Senior,Engineering,remoti,Test Reviewed,4,2025-05-29,2025-06-02,4,Hired
CAND-0017,Andres M,Sr AI Engineer,Senior,Engineering,remoti,Sezzle Prescreening,5,2025-06-02,2025-06-10,8,Hired
CAND-0017,Andres M,Sr AI Engineer,Senior,Engineering,remoti,Sezzle Interview,6,2025-06-10,2025-06-17,7,Hired
CAND-0017,Andres M,Sr AI Engineer,Senior,Engineering,remoti,Offer,7,2025-06-17,2025-06-24,7,Hired
CAND-0017,Andres M,Sr AI Engineer,Senior,Engineering,remoti,Hired,8,2025-06-24,2025-06-27,3,Hired
CAND-0018,Valentina C,Mid Software Engineer,Mid,Engineering,remoti,CV Sent,1,2024-03-04,2024-03-09,5,Dropped
CAND-0018,Valentina C,Mid Software Engineer,Mid,Engineering,remoti,Remoti Screening,2,2024-03-09,2024-03-11,2,Dropped
CAND-0018,Valentina C,Mid Software Engineer,Mid,Engineering,remoti,Test Sent,3,2024-03-11,2024-03-13,2,Dropped
CAND-0019,Camila P,Junior Software Engineer,Junior,Engineering,remoti,CV Sent,1,2024-07-13,2024-07-14,1,Dropped
CAND-0019,Camila P,Junior Software Engineer,Junior,Engineering,remoti,Remoti Screening,2,2024-07-14,2024-07-21,7,Dropped
CAND-0019,Camila P,Junior Software Engineer,Junior,Engineering,remoti,Test Sent,3,2024-07-21,2024-07-29,8,Dropped
CAND-0020,Camila P,Product Manager,Mid,Product,remoti,CV Sent,1,2025-11-08,2025-11-13,5,Dropped
CAND-0020,Camila P,Product Manager,Mid,Product,remoti,Remoti Screening,2,2025-11-13,2025-11-17,4,Dropped
CAND-0020,Camila P,Product Manager,Mid,Product,remoti,Test Sent,3,2025-11-17,2025-11-22,5,Dropped
CAND-0020,Camila P,Product Manager,Mid,Product,remoti,Test Reviewed,4,2025-11-22,2025-11-25,3,Dropped
CAND-0021,Valentina C,Sr Software Engineer,Senior,Engineering,client,CV Sent,1,2024-03-19,2024-03-20,1,Hired
CAND-0021,Valentina C,Sr Software Engineer,Senior,Engineering,client,Remoti Screening,2,2024-03-20,2024-03-26,6,Hired
CAND-0021,Valentina C,Sr Software Engineer,Senior,Engineering,client,Test Sent,3,2024-03-26,2024-03-29,3,Hired
CAND-0021,Valentina C,Sr Software Engineer,Senior,Engineering,client,Test Reviewed,4,2024-03-29,2024-04-03,5,Hired
CAND-0021,Valentina C,Sr Software Engineer,Senior,Engineering,client,Sezzle Prescreening,5,2024-04-03,2024-04-07,4,Hired
CAND-0021,Valentina C,Sr Software Engineer,Senior,Engineering,client,Sezzle Interview,6,2024-04-07,2024-04-13,6,Hired
CAND-0021,Valentina C,Sr Software Engineer,Senior,Engineering,client,Offer,7,2024-04-13,2024-04-16,3,Hired
CAND-0021,Valentina C,Sr Software Engineer,Senior,Engineering,client,Hired,8,2024-04-16,2024-04-19,3,Hired
CAND-0022,Juan S,Product Manager,Mid,Product,remoti,CV Sent,1,2025-11-18,2025-11-23,5,Dropped
CAND-0022,Juan S,Product Manager,Mid,Product,remoti,Remoti Screening,2,2025-11-23,2025-11-30,7,Dropped
CAND-0023,Juan S,Fraud Ops,Junior,Operations,remoti,CV Sent,1,2024-10-09,2024-10-12,3,Dropped
CAND-0023,Juan S,Fraud Ops,Junior,Operations,remoti,Remoti Screening,2,2024-10-12,2024-10-19,7,Dropped
CAND-0023,Juan S,Fraud Ops,Junior,Operations,remoti,Test Sent,3,2024-10-19,2024-10-25,6,Dropped
CAND-0023,Juan S,Fraud Ops,Junior,Operations,remoti,Test Reviewed,4,2024-10-25,2024-10-28,3,Dropped
CAND-0023,Juan S,Fraud Ops,Junior,Operations,remoti,Sezzle Prescreening,5,2024-10-28,2024-11-05,8,Dropped
CAND-0024,Andres M,Junior Software Engineer,Junior,Engineering,remoti,CV Sent,1,2024-09-29,2024-10-01,2,Dropped
CAND-0024,Andres M,Junior Software Engineer,Junior,Engineering,remoti,Remoti Screening,2,2024-10-01,2024-10-07,6,Dropped
CAND-0024,Andres M,Junior Software Engineer,Junior,Engineering,remoti,Test Sent,3,2024-10-07,2024-10-17,10,Dropped
CAND-0025,Valentina C,Data Engineer,Mid,Engineering,remoti,CV Sent,1,2024-06-04,2024-06-08,4,Dropped
CAND-0025,Valentina C,Data Engineer,Mid,Engineering,remoti,Remoti Screening,2,2024-06-08,2024-06-12,4,Dropped
CAND-0025,Valentina C,Data Engineer,Mid,Engineering,remoti,Test Sent,3,2024-06-12,2024-06-14,2,Dropped
CAND-0025,Valentina C,Data Engineer,Mid,Engineering,remoti,Test Reviewed,4,2024-06-14,2024-06-16,2,Dropped
CAND-0025,Valentina C,Data Engineer,Mid,Engineering,remoti,Sezzle Prescreening,5,2024-06-16,2024-06-23,7,Dropped
CAND-0026,Andres M,IT Operations,Junior,Operations,client,CV Sent,1,2024-07-04,2024-07-08,4,Dropped
CAND-0027,Juan S,IT Vendor Manager,Senior,Operations,client,CV Sent,1,2024-10-04,2024-10-06,2,Dropped
CAND-0027,Juan S,IT Vendor Manager,Senior,Operations,client,Remoti Screening,2,2024-10-06,2024-10-08,2,Dropped
CAND-0027,Juan S,IT Vendor Manager,Senior,Operations,client,Test Sent,3,2024-10-08,2024-10-10,2,Dropped
CAND-0027,Juan S,IT Vendor Manager,Senior,Operations,client,Test Reviewed,4,2024-10-10,2024-10-12,2,Dropped
CAND-0028,Andres M,IT Vendor Manager,Senior,Operations,remoti,CV Sent,1,2025-11-10,2025-11-12,2,Hired
CAND-0028,Andres M,IT Vendor Manager,Senior,Operations,remoti,Remoti Screening,2,2025-11-12,2025-11-16,4,Hired
CAND-0028,Andres M,IT Vendor Manager,Senior,Operations,remoti,Test Sent,3,2025-11-16,2025-11-22,6,Hired
CAND-0028,Andres M,IT Vendor Manager,Senior,Operations,remoti,Test Reviewed,4,2025-11-22,2025-11-27,5,Hired
CAND-0028,Andres M,IT Vendor Manager,Senior,Operations,remoti,Sezzle Prescreening,5,2025-11-27,2025-12-05,8,Hired
CAND-0028,Andres M,IT Vendor Manager,Senior,Operations,remoti,Sezzle Interview,6,2025-12-05,2025-12-08,3,Hired
CAND-0028,Andres M,IT Vendor Manager,Senior,Operations,remoti,Offer,7,2025-12-08,2025-12-12,4,Hired
CAND-0028,Andres M,IT Vendor Manager,Senior,Operations,remoti,Hired,8,2025-12-12,2025-12-14,2,Hired
CAND-0029,Valentina C,Product Manager,Mid,Product,client,CV Sent,1,2024-11-21,2024-11-25,4,Dropped
CAND-0029,Valentina C,Product Manager,Mid,Product,client,Remoti Screening,2,2024-11-25,2024-12-01,6,Dropped
CAND-0030,Diego L,Junior Software Engineer,Junior,Engineering,remoti,CV Sent,1,2025-07-09,2025-07-11,2,Hired
CAND-0030,Diego L,Junior Software Engineer,Junior,Engineering,remoti,Remoti Screening,2,2025-07-11,2025-07-13,2,Hired
CAND-0030,Diego L,Junior Software Engineer,Junior,Engineering,remoti,Test Sent,3,2025-07-13,2025-07-20,7,Hired
CAND-0030,Diego L,Junior Software Engineer,Junior,Engineering,remoti,Test Reviewed,4,2025-07-20,2025-07-26,6,Hired
CAND-0030,Diego L,Junior Software Engineer,Junior,Engineering,remoti,Sezzle Prescreening,5,2025-07-26,2025-08-02,7,Hired
CAND-0030,Diego L,Junior Software Engineer,Junior,Engineering,remoti,Sezzle Interview,6,2025-08-02,2025-08-13,11,Hired
CAND-0030,Diego L,Junior Software Engineer,Junior,Engineering,remoti,Offer,7,2025-08-13,2025-08-18,5,Hired
CAND-0030,Diego L,Junior Software Engineer,Junior,Engineering,remoti,Hired,8,2025-08-18,2025-08-21,3,Hired
CAND-0031,Diego L,Mid Software Engineer,Mid,Engineering,remoti,CV Sent,1,2025-01-27,2025-01-29,2,Hired
CAND-0031,Diego L,Mid Software Engineer,Mid,Engineering,remoti,Remoti Screening,2,2025-01-29,2025-02-02,4,Hired
CAND-0031,Diego L,Mid Software Engineer,Mid,Engineering,remoti,Test Sent,3,2025-02-02,2025-02-04,2,Hired
CAND-0031,Diego L,Mid Software Engineer,Mid,Engineering,remoti,Test Reviewed,4,2025-02-04,2025-02-06,2,Hired
CAND-0031,Diego L,Mid Software Engineer,Mid,Engineering,remoti,Sezzle Prescreening,5,2025-02-06,2025-02-12,6,Hired
CAND-0031,Diego L,Mid Software Engineer,Mid,Engineering,remoti,Sezzle Interview,6,2025-02-12,2025-02-20,8,Hired
CAND-0031,Diego L,Mid Software Engineer,Mid,Engineering,remoti,Offer,7,2025-02-20,2025-02-25,5,Hired
CAND-0031,Diego L,Mid Software Engineer,Mid,Engineering,remoti,Hired,8,2025-02-25,2025-02-28,3,Hired
CAND-0032,Valentina C,Product Manager,Mid,Product,remoti,CV Sent,1,2025-10-14,2025-10-19,5,Dropped
CAND-0032,Valentina C,Product Manager,Mid,Product,remoti,Remoti Screening,2,2025-10-19,2025-10-22,3,Dropped
CAND-0032,Valentina C,Product Manager,Mid,Product,remoti,Test Sent,3,2025-10-22,2025-10-27,5,Dropped
CAND-0032,Valentina C,Product Manager,Mid,Product,remoti,Test Reviewed,4,2025-10-27,2025-10-29,2,Dropped
CAND-0033,Sofia R,IT Vendor Manager,Senior,Operations,remoti,CV Sent,1,2025-10-10,2025-10-15,5,Hired
CAND-0033,Sofia R,IT Vendor Manager,Senior,Operations,remoti,Remoti Screening,2,2025-10-15,2025-10-22,7,Hired
CAND-0033,Sofia R,IT Vendor Manager,Senior,Operations,remoti,Test Sent,3,2025-10-22,2025-10-30,8,Hired
CAND-0033,Sofia R,IT Vendor Manager,Senior,Operations,remoti,Test Reviewed,4,2025-10-30,2025-11-05,6,Hired
CAND-0033,Sofia R,IT Vendor Manager,Senior,Operations,remoti,Sezzle Prescreening,5,2025-11-05,2025-11-13,8,Hired
CAND-0033,Sofia R,IT Vendor Manager,Senior,Operations,remoti,Sezzle Interview,6,2025-11-13,2025-11-17,4,Hired
CAND-0033,Sofia R,IT Vendor Manager,Senior,Operations,remoti,Offer,7,2025-11-17,2025-11-20,3,Hired
CAND-0033,Sofia R,IT Vendor Manager,Senior,Operations,remoti,Hired,8,2025-11-20,2025-11-23,3,Hired
CAND-0034,Andres M,Junior Software Engineer,Junior,Engineering,client,CV Sent,1,2024-05-08,2024-05-12,4,Hired
CAND-0034,Andres M,Junior Software Engineer,Junior,Engineering,client,Remoti Screening,2,2024-05-12,2024-05-17,5,Hired
CAND-0034,Andres M,Junior Software Engineer,Junior,Engineering,client,Test Sent,3,2024-05-17,2024-05-27,10,Hired
CAND-0034,Andres M,Junior Software Engineer,Junior,Engineering,client,Test Reviewed,4,2024-05-27,2024-06-03,7,Hired
CAND-0034,Andres M,Junior Software Engineer,Junior,Engineering,client,Sezzle Prescreening,5,2024-06-03,2024-06-09,6,Hired
CAND-0034,Andres M,Junior Software Engineer,Junior,Engineering,client,Sezzle Interview,6,2024-06-09,2024-06-20,11,Hired
CAND-0034,Andres M,Junior Software Engineer,Junior,Engineering,client,Offer,7,2024-06-20,2024-06-26,6,Hired
CAND-0034,Andres M,Junior Software Engineer,Junior,Engineering,client,Hired,8,2024-06-26,2024-06-27,1,Hired
CAND-0035,Andres M,Sr Software Engineer,Senior,Engineering,client,CV Sent,1,2024-10-14,2024-10-19,5,Hired
CAND-0035,Andres M,Sr Software Engineer,Senior,Engineering,client,Remoti Screening,2,2024-10-19,2024-10-22,3,Hired
CAND-0035,Andres M,Sr Software Engineer,Senior,Engineering,client,Test Sent,3,2024-10-22,2024-10-25,3,Hired
CAND-0035,Andres M,Sr Software Engineer,Senior,Engineering,client,Test Reviewed,4,2024-10-25,2024-10-27,2,Hired
CAND-0035,Andres M,Sr Software Engineer,Senior,Engineering,client,Sezzle Prescreening,5,2024-10-27,2024-10-31,4,Hired
CAND-0035,Andres M,Sr Software Engineer,Senior,Engineering,client,Sezzle Interview,6,2024-10-31,2024-11-04,4,Hired
CAND-0035,Andres M,Sr Software Engineer,Senior,Engineering,client,Offer,7,2024-11-04,2024-11-07,3,Hired
CAND-0035,Andres M,Sr Software Engineer,Senior,Engineering,client,Hired,8,2024-11-07,2024-11-08,1,Hired
CAND-0036,Diego L,Junior Software Engineer,Junior,Engineering,remoti,CV Sent,1,2025-04-26,2025-04-30,4,Dropped
CAND-0037,Sofia R,Sr AI Engineer,Senior,Engineering,client,CV Sent,1,2026-02-26,2026-03-03,5,Hired
CAND-0037,Sofia R,Sr AI Engineer,Senior,Engineering,client,Remoti Screening,2,2026-03-03,2026-03-05,2,Hired
CAND-0037,Sofia R,Sr AI Engineer,Senior,Engineering,client,Test Sent,3,2026-03-05,2026-03-11,6,Hired
CAND-0037,Sofia R,Sr AI Engineer,Senior,Engineering,client,Test Reviewed,4,2026-03-11,2026-03-18,7,Hired
CAND-0037,Sofia R,Sr AI Engineer,Senior,Engineering,client,Sezzle Prescreening,5,2026-03-18,2026-03-26,8,Hired
CAND-0037,Sofia R,Sr AI Engineer,Senior,Engineering,client,Sezzle Interview,6,2026-03-26,2026-04-06,11,Hired
CAND-0037,Sofia R,Sr AI Engineer,Senior,Engineering,client,Offer,7,2026-04-06,2026-04-09,3,Hired
CAND-0037,Sofia R,Sr AI Engineer,Senior,Engineering,client,Hired,8,2026-04-09,2026-04-11,2,Hired
CAND-0038,Valentina C,Junior Software Engineer,Junior,Engineering,remoti,CV Sent,1,2026-04-01,2026-04-05,4,Dropped
CAND-0038,Valentina C,Junior Software Engineer,Junior,Engineering,remoti,Remoti Screening,2,2026-04-05,2026-04-10,5,Dropped
CAND-0038,Valentina C,Junior Software Engineer,Junior,Engineering,remoti,Test Sent,3,2026-04-10,2026-04-20,10,Dropped
CAND-0039,Juan S,Junior Software Engineer,Junior,Engineering,remoti,CV Sent,1,2025-04-21,2025-04-23,2,Dropped
CAND-0040,Diego L,Sr Software Engineer,Senior,Engineering,remoti,CV Sent,1,2025-03-11,2025-03-14,3,Dropped
CAND-0040,Diego L,Sr Software Engineer,Senior,Engineering,remoti,Remoti Screening,2,2025-03-14,2025-03-19,5,Dropped
CAND-0041,Juan S,Product Manager,Mid,Product,remoti,CV Sent,1,2024-02-05,2024-02-07,2,Dropped
CAND-0041,Juan S,Product Manager,Mid,Product,remoti,Remoti Screening,2,2024-02-07,2024-02-09,2,Dropped
CAND-0041,Juan S,Product Manager,Mid,Product,remoti,Test Sent,3,2024-02-09,2024-02-14,5,Dropped
CAND-0042,Valentina C,Mobile Engineer,Mid,Engineering,client,CV Sent,1,2024-06-24,2024-06-29,5,Hired
CAND-0042,Valentina C,Mobile Engineer,Mid,Engineering,client,Remoti Screening,2,2024-06-29,2024-07-06,7,Hired
CAND-0042,Valentina C,Mobile Engineer,Mid,Engineering,client,Test Sent,3,2024-07-06,2024-07-10,4,Hired
CAND-0042,Valentina C,Mobile Engineer,Mid,Engineering,client,Test Reviewed,4,2024-07-10,2024-07-11,1,Hired
CAND-0042,Valentina C,Mobile Engineer,Mid,Engineering,client,Sezzle Prescreening,5,2024-07-11,2024-07-15,4,Hired
CAND-0042,Valentina C,Mobile Engineer,Mid,Engineering,client,Sezzle Interview,6,2024-07-15,2024-07-24,9,Hired
CAND-0042,Valentina C,Mobile Engineer,Mid,Engineering,client,Offer,7,2024-07-24,2024-07-31,7,Hired
CAND-0042,Valentina C,Mobile Engineer,Mid,Engineering,client,Hired,8,2024-07-31,2024-08-03,3,Hired
CAND-0043,Juan S,Mid Software Engineer,Mid,Engineering,client,CV Sent,1,2025-12-05,2025-12-10,5,Hired
CAND-0043,Juan S,Mid Software Engineer,Mid,Engineering,client,Remoti Screening,2,2025-12-10,2025-12-16,6,Hired
CAND-0043,Juan S,Mid Software Engineer,Mid,Engineering,client,Test Sent,3,2025-12-16,2025-12-23,7,Hired
CAND-0043,Juan S,Mid Software Engineer,Mid,Engineering,client,Test Reviewed,4,2025-12-23,2025-12-29,6,Hired
CAND-0043,Juan S,Mid Software Engineer,Mid,Engineering,client,Sezzle Prescreening,5,2025-12-29,2026-01-04,6,Hired
CAND-0043,Juan S,Mid Software Engineer,Mid,Engineering,client,Sezzle Interview,6,2026-01-04,2026-01-07,3,Hired
CAND-0043,Juan S,Mid Software Engineer,Mid,Engineering,client,Offer,7,2026-01-07,2026-01-12,5,Hired
CAND-0043,Juan S,Mid Software Engineer,Mid,Engineering,client,Hired,8,2026-01-12,2026-01-14,2,Hired
CAND-0044,Diego L,Product Designer,Mid,Product,remoti,CV Sent,1,2025-06-22,2025-06-25,3,Hired
CAND-0044,Diego L,Product Designer,Mid,Product,remoti,Remoti Screening,2,2025-06-25,2025-07-01,6,Hired
CAND-0044,Diego L,Product Designer,Mid,Product,remoti,Test Sent,3,2025-07-01,2025-07-10,9,Hired
CAND-0044,Diego L,Product Designer,Mid,Product,remoti,Test Reviewed,4,2025-07-10,2025-07-16,6,Hired
CAND-0044,Diego L,Product Designer,Mid,Product,remoti,Sezzle Prescreening,5,2025-07-16,2025-07-20,4,Hired
CAND-0044,Diego L,Product Designer,Mid,Product,remoti,Sezzle Interview,6,2025-07-20,2025-07-24,4,Hired
CAND-0044,Diego L,Product Designer,Mid,Product,remoti,Offer,7,2025-07-24,2025-07-29,5,Hired
CAND-0044,Diego L,Product Designer,Mid,Product,remoti,Hired,8,2025-07-29,2025-07-31,2,Hired
CAND-0045,Valentina C,Product Manager,Mid,Product,remoti,CV Sent,1,2024-12-02,2024-12-04,2,Hired
CAND-0045,Valentina C,Product Manager,Mid,Product,remoti,Remoti Screening,2,2024-12-04,2024-12-08,4,Hired
CAND-0045,Valentina C,Product Manager,Mid,Product,remoti,Test Sent,3,2024-12-08,2024-12-15,7,Hired
CAND-0045,Valentina C,Product Manager,Mid,Product,remoti,Test Reviewed,4,2024-12-15,2024-12-20,5,Hired
CAND-0045,Valentina C,Product Manager,Mid,Product,remoti,Sezzle Prescreening,5,2024-12-20,2024-12-24,4,Hired
CAND-0045,Valentina C,Product Manager,Mid,Product,remoti,Sezzle Interview,6,2024-12-24,2025-01-04,11,Hired
CAND-0045,Valentina C,Product Manager,Mid,Product,remoti,Offer,7,2025-01-04,2025-01-06,2,Hired
CAND-0045,Valentina C,Product Manager,Mid,Product,remoti,Hired,8,2025-01-06,2025-01-08,2,Hired
CAND-0046,Juan S,IT Operations,Junior,Operations,remoti,CV Sent,1,2026-01-02,2026-01-06,4,Dropped
CAND-0046,Juan S,IT Operations,Junior,Operations,remoti,Remoti Screening,2,2026-01-06,2026-01-08,2,Dropped
CAND-0047,Camila P,Sr Software Engineer,Senior,Engineering,remoti,CV Sent,1,2025-07-24,2025-07-29,5,Dropped
CAND-0047,Camila P,Sr Software Engineer,Senior,Engineering,remoti,Remoti Screening,2,2025-07-29,2025-08-05,7,Dropped
CAND-0047,Camila P,Sr Software Engineer,Senior,Engineering,remoti,Test Sent,3,2025-08-05,2025-08-12,7,Dropped
CAND-0047,Camila P,Sr Software Engineer,Senior,Engineering,remoti,Test Reviewed,4,2025-08-12,2025-08-15,3,Dropped
